Accession,Source Database,Name,Tax ID,Tax Name,Length
Q62087,reviewed,Serum paraoxonase/lactonase 3,10090,Mus musculus,354
Q62092,reviewed,Neuronal vesicle trafficking-associated protein 1,10090,Mus musculus,185
Q62093,reviewed,Serine/arginine-rich splicing factor 2,10090,Mus musculus,221
Q62095,reviewed,ATP-dependent RNA helicase DDX3Y,10090,Mus musculus,658
Q62100,reviewed,Protamine-3,10090,Mus musculus,101
Q62101,reviewed,Serine/threonine-protein kinase D1,10090,Mus musculus,918
Q62108,reviewed,Disks large homolog 4,10090,Mus musculus,724
Q62120,reviewed,Tyrosine-protein kinase JAK2,10090,Mus musculus,1132
Q62130,reviewed,Tyrosine-protein phosphatase non-receptor type 14,10090,Mus musculus,1189
Q62132,reviewed,Receptor-type tyrosine-protein phosphatase R,10090,Mus musculus,656
Q62136,reviewed,Tyrosine-protein phosphatase non-receptor type 21,10090,Mus musculus,1176
Q62137,reviewed,Tyrosine-protein kinase JAK3,10090,Mus musculus,1100
Q62141,reviewed,Paired amphipathic helix protein Sin3b,10090,Mus musculus,1098
Q62147,reviewed,Sarcospan,10090,Mus musculus,216
Q62148,reviewed,Retinal dehydrogenase 2,10090,Mus musculus,518
Q62151,reviewed,Advanced glycosylation end product-specific receptor,10090,Mus musculus,402
Q62158,reviewed,Zinc finger protein RFP,10090,Mus musculus,513
Q62159,reviewed,Rho-related GTP-binding protein RhoC,10090,Mus musculus,193
Q62160,reviewed,Rho GDP-dissociation inhibitor 3,10090,Mus musculus,225
Q62165,reviewed,Dystroglycan 1,10090,Mus musculus,893
Q62167,reviewed,ATP-dependent RNA helicase DDX3X,10090,Mus musculus,662
Q62168,reviewed,"Keratin, type I cuticular Ha2",10090,Mus musculus,407
Q62170,reviewed,P-selectin glycoprotein ligand 1,10090,Mus musculus,397
Q62172,reviewed,RalA-binding protein 1,10090,Mus musculus,648
Q62176,reviewed,RNA-binding protein 38,10090,Mus musculus,237
Q62177,reviewed,Semaphorin-3B,10090,Mus musculus,748
Q62178,reviewed,Semaphorin-4A,10090,Mus musculus,760
Q62179,reviewed,Semaphorin-4B,10090,Mus musculus,823
Q62181,reviewed,Semaphorin-3C,10090,Mus musculus,751
Q62186,reviewed,Translocon-associated protein subunit delta,10090,Mus musculus,172
Q62187,reviewed,Transcription termination factor 1,10090,Mus musculus,859
Q62188,reviewed,Dihydropyrimidinase-related protein 3,10090,Mus musculus,570
Q62189,reviewed,U1 small nuclear ribonucleoprotein A,10090,Mus musculus,287
Q62190,reviewed,Macrophage-stimulating protein receptor,10090,Mus musculus,1378
Q62191,reviewed,E3 ubiquitin-protein ligase TRIM21,10090,Mus musculus,470
Q62192,reviewed,CD180 antigen,10090,Mus musculus,661
Q62193,reviewed,Replication protein A 32 kDa subunit,10090,Mus musculus,270
Q62203,reviewed,Splicing factor 3A subunit 2,10090,Mus musculus,475
Q62205,reviewed,Sodium channel protein type 9 subunit alpha,10090,Mus musculus,1984
Q62209,reviewed,Synaptonemal complex protein 1,10090,Mus musculus,993
Q62210,reviewed,Baculoviral IAP repeat-containing protein 2,10090,Mus musculus,612
Q62217,reviewed,Semaphorin-5A,10090,Mus musculus,1077
Q62219,reviewed,Transforming growth factor beta-1-induced transcript 1 protein,10090,Mus musculus,461
Q62220,reviewed,Keratin-associated protein 5-4,10090,Mus musculus,223
Q62225,reviewed,Cytokine-inducible SH2-containing protein,10090,Mus musculus,257
Q62226,reviewed,Sonic hedgehog protein,10090,Mus musculus,437
Q62227,reviewed,Nuclear receptor subfamily 0 group B member 2,10090,Mus musculus,260
Q62230,reviewed,Sialoadhesin,10090,Mus musculus,1695
Q62231,reviewed,Homeobox protein SIX1,10090,Mus musculus,284
Q62232,reviewed,Homeobox protein SIX2,10090,Mus musculus,296
Q62233,reviewed,Homeobox protein SIX3,10090,Mus musculus,333
Q62234,reviewed,Myomesin-1,10090,Mus musculus,1667
Q62240,reviewed,Lysine-specific demethylase 5D,10090,Mus musculus,1548
Q62241,reviewed,U1 small nuclear ribonucleoprotein C,10090,Mus musculus,159
Q62245,reviewed,Son of sevenless homolog 1,10090,Mus musculus,1319
Q62247,reviewed,Protein SOX-16,10090,Mus musculus,57
Q62249,reviewed,Protein SOX-19,10090,Mus musculus,55
Q62252,reviewed,Sperm surface protein Sp17,10090,Mus musculus,149
Q62255,reviewed,Sal-like protein 3,10090,Mus musculus,1320
Q62261,reviewed,"Spectrin beta chain, non-erythrocytic 1",10090,Mus musculus,2363
Q62264,reviewed,Thyroid hormone-inducible hepatic protein,10090,Mus musculus,150
Q62270,reviewed,Tyrosine-protein kinase Srms,10090,Mus musculus,496
Q62273,reviewed,Sulfate transporter,10090,Mus musculus,739
Q62276,reviewed,Mediator of RNA polymerase II transcription subunit 22,10090,Mus musculus,200
Q62277,reviewed,Synaptophysin,10090,Mus musculus,314
Q62280,reviewed,Protein SSXT,10090,Mus musculus,418
Q62282,reviewed,T-cell acute lymphocytic leukemia protein 2 homolog,10090,Mus musculus,108
Q62283,reviewed,Tetraspanin-7,10090,Mus musculus,249
Q62288,reviewed,Testican-1,10090,Mus musculus,442
Q62293,reviewed,T-cell-specific guanine nucleotide triphosphate-binding protein 1,10090,Mus musculus,415
Q62296,reviewed,Transcriptional enhancer factor TEF-3,10090,Mus musculus,427
Q62302,reviewed,Protein TEX261,10090,Mus musculus,196
Q62311,reviewed,Transcription initiation factor TFIID subunit 6,10090,Mus musculus,678
Q62312,reviewed,TGF-beta receptor type-2,10090,Mus musculus,567
Q62315,reviewed,Protein Jumonji,10090,Mus musculus,1234
Q62318,reviewed,Transcription intermediary factor 1-beta,10090,Mus musculus,834
Q62348,reviewed,Translin,10090,Mus musculus,228
Q62351,reviewed,Transferrin receptor protein 1,10090,Mus musculus,763
Q62356,reviewed,Follistatin-related protein 1,10090,Mus musculus,306
Q62361,reviewed,Pro-thyrotropin-releasing hormone,10090,Mus musculus,256
Q62371,reviewed,Discoidin domain-containing receptor 2,10090,Mus musculus,854
Q62376,reviewed,U1 small nuclear ribonucleoprotein 70 kDa,10090,Mus musculus,448
Q62377,reviewed,U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2,10090,Mus musculus,462
Q62381,reviewed,Tolloid-like protein 1,10090,Mus musculus,1013
Q62383,reviewed,Transcription elongation factor SPT6,10090,Mus musculus,1726
Q62384,reviewed,Zinc finger protein ZPR1,10090,Mus musculus,459
Q62386,reviewed,Interleukin-17A,10090,Mus musculus,158
Q62388,reviewed,Serine-protein kinase ATM,10090,Mus musculus,3066
Q62392,reviewed,Pleckstrin homology-like domain family A member 1,10090,Mus musculus,405
Q62393,reviewed,Tumor protein D52,10090,Mus musculus,224
Q62394,reviewed,Zinc finger protein 185,10090,Mus musculus,352
Q62395,reviewed,Trefoil factor 3,10090,Mus musculus,81
Q62396,reviewed,Zinc finger protein 92,10090,Mus musculus,488
Q62398,reviewed,Cyclic nucleotide-gated olfactory channel,10090,Mus musculus,664
Q62401,reviewed,C-C motif chemokine 12,10090,Mus musculus,104
Q62406,reviewed,Interleukin-1 receptor-associated kinase 1,10090,Mus musculus,710
Q62407,reviewed,Striated muscle-specific serine/threonine-protein kinase,10090,Mus musculus,3262
Q62413,reviewed,Ephrin type-A receptor 6,10090,Mus musculus,1035
Q62414,reviewed,Neurogenic differentiation factor 2,10090,Mus musculus,383
Q62415,reviewed,Apoptosis-stimulating of p53 protein 1,10090,Mus musculus,1087
Q62417,reviewed,Sorbin and SH3 domain-containing protein 1,10090,Mus musculus,1290
Q62418,reviewed,Drebrin-like protein,10090,Mus musculus,436
Q62419,reviewed,Endophilin-A2,10090,Mus musculus,368
Q62420,reviewed,Endophilin-A1,10090,Mus musculus,352
Q62421,reviewed,Endophilin-A3,10090,Mus musculus,347
Q62422,reviewed,Osteoclast-stimulating factor 1,10090,Mus musculus,215
Q62424,reviewed,Homeobox protein Hox-A13,10090,Mus musculus,386
Q62425,reviewed,Cytochrome c oxidase subunit NDUFA4,10090,Mus musculus,82
Q62426,reviewed,Cystatin-B,10090,Mus musculus,98
Q62431,reviewed,AT-rich interactive domain-containing protein 3A,10090,Mus musculus,601
Q62432,reviewed,Mothers against decapentaplegic homolog 2,10090,Mus musculus,467
Q62433,reviewed,Protein NDRG1,10090,Mus musculus,394
Q62440,reviewed,Transducin-like enhancer protein 1,10090,Mus musculus,770
Q62441,reviewed,Transducin-like enhancer protein 4,10090,Mus musculus,773
Q62442,reviewed,Vesicle-associated membrane protein 1,10090,Mus musculus,118
Q62443,reviewed,Neuronal pentraxin-1,10090,Mus musculus,432
Q62445,reviewed,Transcription factor Sp4,10090,Mus musculus,782
Q62446,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP3,10090,Mus musculus,224
Q62447,reviewed,Cyclin-C,10090,Mus musculus,283
Q62448,reviewed,Eukaryotic translation initiation factor 4 gamma 2,10090,Mus musculus,906
Q62452,reviewed,UDP-glucuronosyltransferase 1A9,10090,Mus musculus,528
Q62463,reviewed,Vasopressin V1a receptor,10090,Mus musculus,423
Q62465,reviewed,Synaptic vesicle membrane protein VAT-1 homolog,10090,Mus musculus,406
Q62468,reviewed,Villin-1,10090,Mus musculus,827
Q62469,reviewed,Integrin alpha-2,10090,Mus musculus,1178
Q62470,reviewed,Integrin alpha-3,10090,Mus musculus,1053
Q62471,reviewed,Vomeronasal secretory protein 1,10090,Mus musculus,182
Q62472,reviewed,Vomeronasal secretory protein 2,10090,Mus musculus,185
Q62481,reviewed,Vacuolar protein sorting-associated protein 72 homolog,10090,Mus musculus,368
Q62504,reviewed,Msx2-interacting protein,10090,Mus musculus,3644
Q62507,reviewed,Cochlin,10090,Mus musculus,552
Q62511,reviewed,E3 ubiquitin-protein ligase ZFP91,10090,Mus musculus,572
Q62513,reviewed,Zinc finger protein 260,10090,Mus musculus,407
Q62520,reviewed,Zinc finger protein ZIC 2,10090,Mus musculus,530
Q62521,reviewed,Zinc finger protein ZIC 3,10090,Mus musculus,466
Q62522,reviewed,Zona pellucida-binding protein 1,10090,Mus musculus,350
Q62523,reviewed,Zyxin,10090,Mus musculus,564
Q62556,reviewed,Butyrophilin subfamily 1 member A1,10090,Mus musculus,524
Q62559,reviewed,Intraflagellar transport protein 52 homolog,10090,Mus musculus,426
Q63739,reviewed,Protein tyrosine phosphatase type IVA 1,10090,Mus musculus,173
Q63805,reviewed,Alpha-1-acid glycoprotein 3,10090,Mus musculus,206
Q63810,reviewed,Calcineurin subunit B type 1,10090,Mus musculus,170
Q63811,reviewed,Calcineurin subunit B type 2,10090,Mus musculus,179
Q63829,reviewed,COMM domain-containing protein 3,10090,Mus musculus,195
Q63836,reviewed,Selenium-binding protein 2,10090,Mus musculus,472
Q63844,reviewed,Mitogen-activated protein kinase 3,10090,Mus musculus,380
Q63850,reviewed,Nuclear pore glycoprotein p62,10090,Mus musculus,526
Q63870,reviewed,Collagen alpha-1(VII) chain,10090,Mus musculus,2944
Q63871,reviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC4",10090,Mus musculus,58
Q63880,reviewed,Carboxylesterase 3A,10090,Mus musculus,571
Q63886,reviewed,UDP-glucuronosyltransferase 1A1,10090,Mus musculus,535
Q63912,reviewed,Oligodendrocyte-myelin glycoprotein,10090,Mus musculus,440
Q63918,reviewed,Caveolae-associated protein 2,10090,Mus musculus,418
Q63932,reviewed,Dual specificity mitogen-activated protein kinase kinase 2,10090,Mus musculus,401
Q63934,reviewed,"POU domain, class 4, transcription factor 2",10090,Mus musculus,411
Q63943,reviewed,Myocyte-specific enhancer factor 2D,10090,Mus musculus,514
Q63955,reviewed,"POU domain, class 4, transcription factor 3",10090,Mus musculus,338
Q63959,reviewed,Potassium voltage-gated channel subfamily C member 3,10090,Mus musculus,769
Q63994,reviewed,Myeloid cell surface antigen CD33,10090,Mus musculus,403
Q63ZV0,reviewed,Insulinoma-associated protein 1,10090,Mus musculus,521
Q63ZW7,reviewed,InaD-like protein,10090,Mus musculus,1834
Q64008,reviewed,Ras-related protein Rab-34,10090,Mus musculus,259
Q64010,reviewed,Adapter molecule crk,10090,Mus musculus,304
Q64012,reviewed,RNA-binding protein Raly,10090,Mus musculus,312
Q64016,reviewed,Alpha-defensin 17,10090,Mus musculus,82
Q64018,reviewed,Glycine receptor subunit alpha-1,10090,Mus musculus,457
Q64028,reviewed,Polyhomeotic-like protein 1,10090,Mus musculus,1010
Q64092,reviewed,Transcription factor E3,10090,Mus musculus,572
Q64096,reviewed,Guanine nucleotide exchange factor DBS,10090,Mus musculus,1149
Q640M1,reviewed,U3 small nucleolar RNA-associated protein 14 homolog A,10090,Mus musculus,767
Q640M6,reviewed,Glycerophosphodiester phosphodiesterase domain-containing protein 5,10090,Mus musculus,607
Q640N1,reviewed,Adipocyte enhancer-binding protein 1,10090,Mus musculus,1128
Q640N2,reviewed,ADP-ribosylation factor-like protein 13B,10090,Mus musculus,427
Q640N3,reviewed,Rho GTPase-activating protein 30,10090,Mus musculus,1101
Q640P2,reviewed,Angiopoietin-related protein 1,10090,Mus musculus,490
Q640P4,reviewed,Glycosyltransferase 8 domain-containing protein 2,10090,Mus musculus,349
Q640P7,reviewed,TBCC domain-containing protein 1,10090,Mus musculus,552
Q640Q5,reviewed,PAN2-PAN3 deadenylation complex subunit Pan3,10090,Mus musculus,887
Q640R3,reviewed,Hepatic and glial cell adhesion molecule,10090,Mus musculus,418
Q64104,reviewed,Nuclear receptor subfamily 2 group E member 1,10090,Mus musculus,385
Q64105,reviewed,Sepiapterin reductase,10090,Mus musculus,261
Q64112,reviewed,Interferon-induced protein with tetratricopeptide repeats 2,10090,Mus musculus,472
Q64124,reviewed,Basic helix-loop-helix transcription factor scleraxis,10090,Mus musculus,207
Q64127,reviewed,Transcription intermediary factor 1-alpha,10090,Mus musculus,1051
Q64131,reviewed,Runt-related transcription factor 3,10090,Mus musculus,409
Q64133,reviewed,Amine oxidase [flavin-containing] A,10090,Mus musculus,526
Q64143,reviewed,Phosphatidylinositol 3-kinase regulatory subunit gamma,10090,Mus musculus,461
Q64151,reviewed,Semaphorin-4C,10090,Mus musculus,834
Q64152,reviewed,Transcription factor BTF3,10090,Mus musculus,204
Q64163,reviewed,Transcription factor Dp-2,10090,Mus musculus,446
Q64176,reviewed,Carboxylesterase 1E,10090,Mus musculus,562
Q64191,reviewed,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,10090,Mus musculus,346
Q641K1,reviewed,Cytosolic carboxypeptidase 1,10090,Mus musculus,1218
Q641K5,reviewed,NUAK family SNF1-like kinase 1,10090,Mus musculus,658
Q641P0,reviewed,Actin-related protein 3B,10090,Mus musculus,418
Q64205,reviewed,Homeobox protein DLX-3,10090,Mus musculus,287
Q64213,reviewed,Splicing factor 1,10090,Mus musculus,653
Q64221,reviewed,Helix-loop-helix protein 2,10090,Mus musculus,135
Q64237,reviewed,Dopamine beta-hydroxylase,10090,Mus musculus,622
Q64249,reviewed,Nuclear receptor subfamily 6 group A member 1,10090,Mus musculus,495
Q64253,reviewed,Lymphocyte antigen 6E,10090,Mus musculus,136
Q64261,reviewed,Cyclin-dependent kinase 6,10090,Mus musculus,326
Q64263,reviewed,Alpha-defensin-related sequence 10,10090,Mus musculus,91
Q64264,reviewed,5-hydroxytryptamine receptor 1A,10090,Mus musculus,421
Q64267,reviewed,DNA repair protein complementing XP-A cells homolog,10090,Mus musculus,272
Q64277,reviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,10090,Mus musculus,311
Q64279,reviewed,Heart- and neural crest derivatives-expressed protein 1,10090,Mus musculus,216
Q64280,reviewed,Left-right determination factor 1,10090,Mus musculus,368
Q64281,reviewed,Leukocyte immunoglobulin-like receptor subfamily B member 4A,10090,Mus musculus,335
Q64282,reviewed,Interferon-induced protein with tetratricopeptide repeats 1,10090,Mus musculus,463
Q64285,reviewed,Bile salt-activated lipase,10090,Mus musculus,599
Q64287,reviewed,Interferon regulatory factor 4,10090,Mus musculus,450
Q64288,reviewed,Olfactory marker protein,10090,Mus musculus,163
Q64291,reviewed,"Keratin, type I cytoskeletal 12",10090,Mus musculus,487
Q64299,reviewed,CCN family member 3,10090,Mus musculus,354
Q64302,reviewed,Transmembrane 4 L6 family member 1,10090,Mus musculus,202
Q64310,reviewed,Surfeit locus protein 4,10090,Mus musculus,269
Q64311,reviewed,Protein N-terminal asparagine amidohydrolase,10090,Mus musculus,310
Q64314,reviewed,Hematopoietic progenitor cell antigen CD34,10090,Mus musculus,382
Q64317,reviewed,Homeobox protein DLX-1,10090,Mus musculus,255
Q64318,reviewed,Zinc finger E-box-binding homeobox 1,10090,Mus musculus,1117
Q64321,reviewed,Zinc finger and BTB domain-containing protein 7B,10090,Mus musculus,544
Q64322,reviewed,Neural proliferation differentiation and control protein 1,10090,Mus musculus,332
Q64323,reviewed,Phosphatidylinositol N-acetylglucosaminyltransferase subunit A,10090,Mus musculus,485
Q64324,reviewed,Syntaxin-binding protein 2,10090,Mus musculus,593
Q64326,reviewed,Adrenocorticotropic hormone receptor,10090,Mus musculus,296
Q64327,reviewed,Male-enhanced antigen 1,10090,Mus musculus,174
Q64329,reviewed,Killer cell lectin-like receptor 3,10090,Mus musculus,266
Q64331,reviewed,Unconventional myosin-VI,10090,Mus musculus,1262
Q64332,reviewed,Synapsin-2,10090,Mus musculus,586
Q64336,reviewed,T-box brain protein 1,10090,Mus musculus,681
Q64337,reviewed,Sequestosome-1,10090,Mus musculus,442
Q64338,reviewed,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",10090,Mus musculus,706
Q64339,reviewed,Ubiquitin-like protein ISG15,10090,Mus musculus,161
Q64343,reviewed,ATP-binding cassette sub-family G member 1,10090,Mus musculus,666
Q64345,reviewed,Interferon-induced protein with tetratricopeptide repeats 3,10090,Mus musculus,403
Q64347,reviewed,Chloride channel protein 1,10090,Mus musculus,994
Q64355,reviewed,Embryonal Fyn-associated substrate,10090,Mus musculus,560
Q64356,reviewed,Seminal vesicle secretory protein 6,10090,Mus musculus,99
Q64362,reviewed,AKT-interacting protein,10090,Mus musculus,292
Q64364,reviewed,Tumor suppressor ARF,10090,Mus musculus,169
Q64368,reviewed,Deleted in azoospermia-like,10090,Mus musculus,298
Q64373,reviewed,Bcl-2-like protein 1,10090,Mus musculus,233
Q64374,reviewed,Regucalcin,10090,Mus musculus,299
Q64378,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP5,10090,Mus musculus,456
Q64385,reviewed,Interleukin-11 receptor subunit alpha-1,10090,Mus musculus,432
Q64387,reviewed,Prepronociceptin,10090,Mus musculus,187
Q64389,reviewed,CAMPATH-1 antigen,10090,Mus musculus,74
Q64429,reviewed,Cytochrome P450 1B1,10090,Mus musculus,543
Q64430,reviewed,Copper-transporting ATPase 1,10090,Mus musculus,1491
Q64433,reviewed,"10 kDa heat shock protein, mitochondrial",10090,Mus musculus,102
Q64434,reviewed,Protein-tyrosine kinase 6,10090,Mus musculus,451
Q64435,reviewed,UDP-glucuronosyltransferase 1-6,10090,Mus musculus,531
Q64436,reviewed,Potassium-transporting ATPase alpha chain 1,10090,Mus musculus,1034
Q64437,reviewed,All-trans-retinol dehydrogenase [NAD(+)] ADH7,10090,Mus musculus,374
Q64438,reviewed,Angiogenin-2,10090,Mus musculus,145
Q64441,reviewed,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",10090,Mus musculus,514
Q64442,reviewed,Sorbitol dehydrogenase,10090,Mus musculus,357
Q64444,reviewed,Carbonic anhydrase 4,10090,Mus musculus,305
Q64445,reviewed,"Cytochrome c oxidase subunit 8A, mitochondrial",10090,Mus musculus,69
Q64446,reviewed,Copper-transporting ATPase 2,10090,Mus musculus,1462
Q64448,reviewed,Gap junction alpha-3 protein,10090,Mus musculus,417
Q64449,reviewed,C-type mannose receptor 2,10090,Mus musculus,1479
Q64455,reviewed,Receptor-type tyrosine-protein phosphatase eta,10090,Mus musculus,1238
Q64458,reviewed,Cytochrome P450 2C29,10090,Mus musculus,490
Q64459,reviewed,Cytochrome P450 3A11,10090,Mus musculus,504
Q64462,reviewed,Cytochrome P450 4B1,10090,Mus musculus,511
Q64464,reviewed,Cytochrome P450 3A13,10090,Mus musculus,503
Q64467,reviewed,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",10090,Mus musculus,440
Q64471,reviewed,Glutathione S-transferase theta-1,10090,Mus musculus,240
Q64475,reviewed,Histone H2B type 1-B,10090,Mus musculus,126
Q64478,reviewed,Histone H2B type 1-H,10090,Mus musculus,126
Q64481,reviewed,Cytochrome P450 3A16,10090,Mus musculus,504
Q64487,reviewed,Receptor-type tyrosine-protein phosphatase delta,10090,Mus musculus,1912
Q64505,reviewed,Cytochrome P450 7A1,10090,Mus musculus,503
Q64511,reviewed,DNA topoisomerase 2-beta,10090,Mus musculus,1612
Q64512,reviewed,Tyrosine-protein phosphatase non-receptor type 13,10090,Mus musculus,2453
Q64514,reviewed,Tripeptidyl-peptidase 2,10090,Mus musculus,1262
Q64516,reviewed,Glycerol kinase,10090,Mus musculus,559
Q64518,reviewed,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,10090,Mus musculus,999
Q64519,reviewed,Syndecan-3,10090,Mus musculus,442
Q64520,reviewed,Guanylate kinase,10090,Mus musculus,198
Q64521,reviewed,"Glycerol-3-phosphate dehydrogenase, mitochondrial",10090,Mus musculus,727
Q64522,reviewed,Histone H2A type 2-B,10090,Mus musculus,130
Q64523,reviewed,Histone H2A type 2-C,10090,Mus musculus,129
Q64524,reviewed,Histone H2B type 2-E,10090,Mus musculus,126
Q64525,reviewed,Histone H2B type 2-B,10090,Mus musculus,126
Q64527,reviewed,Protein Wnt-8a,10090,Mus musculus,354
Q64669,reviewed,NAD(P)H dehydrogenase [quinone] 1,10090,Mus musculus,274
Q64674,reviewed,Spermidine synthase,10090,Mus musculus,302
Q64676,reviewed,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,10090,Mus musculus,541
Q64685,reviewed,"Beta-galactoside alpha-2,6-sialyltransferase 1",10090,Mus musculus,403
Q64687,reviewed,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",10090,Mus musculus,355
Q64689,reviewed,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",10090,Mus musculus,380
Q64691,reviewed,Calpain-3,10090,Mus musculus,821
Q64692,reviewed,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase",10090,Mus musculus,359
Q64693,reviewed,POU domain class 2-associating factor 1,10090,Mus musculus,256
Q64695,reviewed,Endothelial protein C receptor,10090,Mus musculus,242
Q64697,reviewed,Protein tyrosine phosphatase receptor type C-associated protein,10090,Mus musculus,197
Q64700,reviewed,Retinoblastoma-like protein 2,10090,Mus musculus,1135
Q64701,reviewed,Retinoblastoma-like protein 1,10090,Mus musculus,1063
Q64702,reviewed,Serine/threonine-protein kinase PLK4,10090,Mus musculus,925
Q64704,reviewed,Syntaxin-3,10090,Mus musculus,289
Q64705,reviewed,Upstream stimulatory factor 2,10090,Mus musculus,346
Q64707,reviewed,U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1,10090,Mus musculus,428
Q64726,reviewed,Zinc-alpha-2-glycoprotein,10090,Mus musculus,307
Q64727,reviewed,Vinculin,10090,Mus musculus,1066
Q64729,reviewed,TGF-beta receptor type-1,10090,Mus musculus,503
Q64731,reviewed,Forkhead box protein L1,10090,Mus musculus,336
Q64732,reviewed,Forkhead box protein B1,10090,Mus musculus,325
Q64733,reviewed,Forkhead box protein B2,10090,Mus musculus,428
Q64735,reviewed,Complement component receptor 1-like protein,10090,Mus musculus,483
Q64737,reviewed,Trifunctional purine biosynthetic protein adenosine-3,10090,Mus musculus,1010
Q64739,reviewed,Collagen alpha-2(XI) chain,10090,Mus musculus,1736
Q64FW2,reviewed,"All-trans-retinol 13,14-reductase",10090,Mus musculus,609
Q64G17,reviewed,Putative acidic leucine-rich nuclear phosphoprotein 32 family member C,10090,Mus musculus,123
Q64GA5,reviewed,Cytosolic phospholipase A2 gamma,10090,Mus musculus,597
Q64HY3,reviewed,Transcription factor Sp9,10090,Mus musculus,484
Q65CL1,reviewed,Catenin alpha-3,10090,Mus musculus,895
Q65Z40,reviewed,Wings apart-like protein homolog,10090,Mus musculus,1200
Q65Z93,reviewed,Protein yippee-like 4,10090,Mus musculus,127
Q65Z95,reviewed,Protein yippee-like 2,10090,Mus musculus,119
Q66GT5,reviewed,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,10090,Mus musculus,193
Q66JQ7,reviewed,Kinetochore scaffold 1,10090,Mus musculus,1612
Q66JS6,reviewed,Eukaryotic translation initiation factor 3 subunit J-B,10090,Mus musculus,263
Q66JT0,reviewed,Wee1-like protein kinase 2,10090,Mus musculus,555
Q66JT1,reviewed,Volume-regulated anion channel subunit LRRC8E,10090,Mus musculus,795
Q66JT5,reviewed,Tubulin polyglutamylase complex subunit 2,10090,Mus musculus,296
Q66JT7,reviewed,"4-hydroxybenzoate polyprenyltransferase, mitochondrial",10090,Mus musculus,374
Q66JV4,reviewed,RNA-binding protein 12B-B,10090,Mus musculus,834
Q66JV7,reviewed,Uncharacterized protein C8orf58 homolog,10090,Mus musculus,365
Q66JW3,reviewed,Thymocyte selection-associated high mobility group box protein TOX,10090,Mus musculus,526
Q66JX5,reviewed,Centrosomal protein 43,10090,Mus musculus,399
Q66JY2,reviewed,INO80 complex subunit D,10090,Mus musculus,1021
Q66JY6,reviewed,Rho guanine nucleotide exchange factor 39,10090,Mus musculus,344
Q66JZ4,reviewed,"T-cell activation inhibitor, mitochondrial",10090,Mus musculus,499
Q66K08,reviewed,Cartilage intermediate layer protein 1,10090,Mus musculus,1184
Q66L42,reviewed,Mitogen-activated protein kinase kinase kinase 10,10090,Mus musculus,940
Q66L44,reviewed,Voltage-dependent calcium channel beta subunit-associated regulatory protein,10090,Mus musculus,698
Q66LM6,reviewed,Protein FAM170A,10090,Mus musculus,333
Q66PY1,reviewed,"Signal peptide, CUB and EGF-like domain-containing protein 3",10090,Mus musculus,993
Q66T02,reviewed,Pleckstrin homology domain-containing family G member 5,10090,Mus musculus,1073
Q66X01,reviewed,"NACHT, LRR and PYD domains-containing protein 9C",10090,Mus musculus,1004
Q66X03,reviewed,"NACHT, LRR and PYD domains-containing protein 9A",10090,Mus musculus,949
Q66X05,reviewed,"NACHT, LRR and PYD domains-containing protein 4F",10090,Mus musculus,959
Q66X19,reviewed,"NACHT, LRR and PYD domains-containing protein 4E",10090,Mus musculus,978
Q66X22,reviewed,"NACHT, LRR and PYD domains-containing protein 9B",10090,Mus musculus,1003
Q672J9,reviewed,NADPH oxidase 3,10090,Mus musculus,568
Q673H1,reviewed,Tumor suppressor candidate gene 1 protein homolog,10090,Mus musculus,205
Q673U1,reviewed,Heparan sulfate glucosamine 3-O-sulfotransferase 2,10090,Mus musculus,367
Q67BJ4,reviewed,Lactosylceramide 4-alpha-galactosyltransferase,10090,Mus musculus,359
Q67BT3,reviewed,Na(+)/citrate cotransporter,10090,Mus musculus,572
Q67E05,reviewed,Bactericidal permeability-increasing protein,10090,Mus musculus,483
Q67FY2,reviewed,B-cell CLL/lymphoma 9-like protein,10090,Mus musculus,1494
Q684R7,reviewed,FRAS1-related extracellular matrix protein 1,10090,Mus musculus,2191
Q689Z5,reviewed,Protein strawberry notch homolog 1,10090,Mus musculus,1390
Q68ED2,reviewed,Metabotropic glutamate receptor 7,10090,Mus musculus,915
Q68ED3,reviewed,Terminal nucleotidyltransferase 4B,10090,Mus musculus,633
Q68ED7,reviewed,CREB-regulated transcription coactivator 1,10090,Mus musculus,630
